user_id,group_id,event_count,interest_vector
10859,10,69,"0.001526;0.001496;0.001224;0.058067;0.000000;0.000000;0.000000;0.000000;0.000084;0.001666;0.935936;0.000000"
10860,11,63,"0.003649;0.000000;0.000000;0.001427;0.002412;0.000475;0.002972;0.000000;0.000000;0.000535;0.058770;0.929760"
10861,0,75,"0.932975;0.003845;0.002940;0.028910;0.003235;0.001778;0.004743;0.007823;0.000000;0.008212;0.005539;0.000000"
10862,1,775,"0.001544;0.877690;0.002171;0.001562;0.002371;0.003779;0.002197;0.001954;0.003000;0.001602;0.100191;0.001939"
10863,2,206,"0.000875;0.002381;0.964435;0.000494;0.000632;0.001286;0.000805;0.002122;0.024919;0.000802;0.001251;0.000000"
10864,3,66,"0.000000;0.000000;0.001096;0.891786;0.002200;0.000000;0.101892;0.001479;0.000000;0.000699;0.000000;0.000848"
10865,4,41,"0.001506;0.008704;0.000000;0.001627;0.919181;0.000000;0.000000;0.000000;0.061181;0.002732;0.002846;0.002223"
10866,5,47,"0.005321;0.000000;0.008159;0.038616;0.000000;0.938206;0.000000;0.000000;0.004832;0.000180;0.004687;0.000000"
10867,6,149,"0.001379;0.003274;0.001376;0.000372;0.000304;0.040460;0.942292;0.000447;0.004344;0.003256;0.000146;0.002352"
10868,7,37,"0.002765;0.003531;0.006739;0.003390;0.000000;0.000000;0.000000;0.924232;0.059343;0.000000;0.000000;0.000000"
10869,8,445,"0.002971;0.004313;0.003057;0.024463;0.003077;0.003135;0.002877;0.002990;0.944862;0.002738;0.003167;0.002351"
10870,9,60,"0.002609;0.002231;0.001501;0.002501;0.000000;0.014399;0.000000;0.000404;0.004132;0.968651;0.003572;0.000000"
10871,10,643,"0.001135;0.001312;0.001249;0.001775;0.002690;0.001492;0.001801;0.005061;0.001285;0.001919;0.933270;0.047012"
10872,11,84,"0.000147;0.000000;0.043533;0.000000;0.000000;0.000000;0.001617;0.000000;0.000864;0.001106;0.000000;0.952732"
10873,0,68,"0.891636;0.000000;0.000000;0.000000;0.000000;0.000000;0.108364;0.000000;0.000000;0.000000;0.000000;0.000000"
10874,1,45,"0.000000;0.965665;0.002221;0.000000;0.001473;0.022567;0.004162;0.002622;0.000000;0.000410;0.000880;0.000000"
10875,2,182,"0.003025;0.004224;0.897956;0.001029;0.002609;0.001895;0.001040;0.004464;0.004495;0.002970;0.002454;0.073840"
10876,3,186,"0.059510;0.000000;0.000852;0.931401;0.000694;0.000000;0.000302;0.000000;0.001420;0.001551;0.000654;0.003615"
10877,4,209,"0.000800;0.002805;0.001634;0.002062;0.911129;0.000328;0.002090;0.000553;0.075314;0.002002;0.000684;0.000599"
10878,5,173,"0.000069;0.000698;0.057833;0.001506;0.000949;0.932151;0.000000;0.001769;0.000972;0.001062;0.002150;0.000841"
10879,6,20,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.975536;0.000000;0.023128;0.000000;0.000000;0.001335"
10880,7,45,"0.002950;0.002281;0.003967;0.002879;0.000348;0.001938;0.000000;0.913401;0.001393;0.000000;0.070843;0.000000"
10881,8,69,"0.094973;0.003300;0.001030;0.000000;0.003261;0.000000;0.001993;0.004105;0.888514;0.001685;0.001140;0.000000"
10882,9,47,"0.000000;0.000000;0.004212;0.000000;0.004030;0.000000;0.000000;0.003619;0.000000;0.860117;0.126919;0.001104"
10883,10,50,"0.002840;0.050209;0.000215;0.001614;0.002430;0.000000;0.002935;0.000000;0.000000;0.001916;0.932907;0.004934"
10884,11,52,"0.001980;0.011471;0.005907;0.002330;0.000000;0.036024;0.005126;0.002683;0.000568;0.001726;0.000975;0.931209"
10885,0,217,"0.948098;0.045662;0.000672;0.000000;0.000113;0.000344;0.000765;0.000979;0.000957;0.000000;0.001066;0.001344"
10886,1,100,"0.000000;0.958557;0.000000;0.000000;0.000909;0.001523;0.000000;0.000000;0.000000;0.038323;0.000000;0.000689"
10887,2,73,"0.000382;0.001208;0.879205;0.000982;0.113750;0.000000;0.000000;0.000000;0.001605;0.000579;0.002289;0.000000"
10888,3,680,"0.001748;0.064092;0.001766;0.915522;0.000951;0.001691;0.002697;0.001556;0.002357;0.001319;0.001461;0.004841"
10889,4,50,"0.003580;0.002146;0.003149;0.001532;0.942714;0.035360;0.000000;0.002959;0.002427;0.000286;0.003000;0.002847"
10890,5,162,"0.001365;0.001508;0.000824;0.000278;0.000483;0.914113;0.001270;0.000909;0.000000;0.001549;0.002504;0.075195"
10891,6,26,"0.064988;0.000000;0.005524;0.000000;0.000000;0.000000;0.914641;0.000000;0.007526;0.000000;0.000000;0.007321"
10892,7,57,"0.001687;0.000000;0.000000;0.001605;0.004726;0.005174;0.002390;0.968627;0.001260;0.001623;0.011005;0.001903"
10893,8,27,"0.002609;0.005919;0.000000;0.000000;0.000000;0.000000;0.000000;0.006706;0.949912;0.000000;0.034854;0.000000"
10894,9,216,"0.004209;0.002701;0.001886;0.000910;0.000000;0.001674;0.002716;0.007056;0.002339;0.880790;0.001632;0.094088"
10895,10,27,"0.004989;0.000000;0.012690;0.000000;0.005592;0.009641;0.000000;0.000000;0.000000;0.021853;0.945236;0.000000"
10896,11,47,"0.000000;0.000000;0.000000;0.000168;0.005774;0.003310;0.000592;0.038378;0.000000;0.003008;0.000000;0.948769"
10897,0,150,"0.934414;0.002876;0.020973;0.002245;0.002519;0.002395;0.001362;0.004567;0.005557;0.004763;0.001276;0.017054"
10898,1,228,"0.051522;0.932905;0.000000;0.001142;0.001023;0.000000;0.001674;0.001402;0.003619;0.000339;0.001935;0.004439"
10899,2,205,"0.003455;0.002635;0.943704;0.003014;0.002501;0.002774;0.003307;0.003587;0.003644;0.004244;0.000348;0.026787"
10900,3,63,"0.002430;0.004845;0.000144;0.949695;0.004945;0.003311;0.019656;0.005616;0.001349;0.003252;0.003078;0.001678"
10901,4,145,"0.005784;0.001618;0.000267;0.106117;0.870613;0.002892;0.004811;0.003788;0.000929;0.001077;0.001156;0.000948"
10902,5,60,"0.056085;0.000000;0.001226;0.000000;0.000000;0.941771;0.000000;0.000000;0.000918;0.000000;0.000000;0.000000"
10903,6,236,"0.000000;0.000000;0.001612;0.000742;0.081768;0.000000;0.914373;0.000000;0.000000;0.000484;0.000759;0.000263"
10904,7,35,"0.000000;0.000000;0.000000;0.000000;0.000000;0.004305;0.000000;0.908914;0.086781;0.000000;0.000000;0.000000"
10905,8,78,"0.001062;0.002328;0.000456;0.040253;0.000000;0.003281;0.001129;0.002100;0.947233;0.000000;0.001414;0.000745"
10906,9,33,"0.002456;0.001282;0.000000;0.000000;0.000000;0.000000;0.000000;0.004469;0.005425;0.952558;0.029388;0.004422"
10907,10,54,"0.004158;0.000742;0.005146;0.001845;0.000255;0.006395;0.004412;0.005806;0.011113;0.022859;0.935361;0.001909"
10908,11,36,"0.013515;0.000000;0.005269;0.004234;0.003840;0.000000;0.103971;0.000920;0.001119;0.005640;0.001235;0.860258"
10909,0,80,"0.939503;0.004764;0.008215;0.004952;0.022943;0.001237;0.000000;0.002510;0.003316;0.007734;0.002647;0.002180"
10910,1,24,"0.037698;0.950261;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.006709;0.005332;0.000000"
10911,2,24,"0.001648;0.000000;0.921616;0.009884;0.000000;0.000000;0.063183;0.000000;0.000000;0.000000;0.000000;0.003669"
10912,3,52,"0.000000;0.000000;0.002678;0.964599;0.004871;0.002119;0.001357;0.001487;0.000000;0.006905;0.014714;0.001270"
10913,4,27,"0.000000;0.006862;0.000000;0.002935;0.934237;0.001790;0.011016;0.000000;0.000000;0.043160;0.000000;0.000000"
10914,5,60,"0.004941;0.006791;0.002159;0.003068;0.000000;0.957246;0.005635;0.012579;0.002873;0.001820;0.000000;0.002888"
10915,6,86,"0.002563;0.000000;0.000000;0.000000;0.001101;0.000000;0.927613;0.068722;0.000000;0.000000;0.000000;0.000000"
10916,7,28,"0.007005;0.000000;0.000000;0.000000;0.000000;0.002767;0.021862;0.966352;0.000000;0.000000;0.000000;0.002013"
10917,8,22,"0.001166;0.010481;0.000000;0.003585;0.005542;0.002578;0.000000;0.133102;0.830297;0.010624;0.002624;0.000000"
10918,9,70,"0.001960;0.003309;0.004828;0.000000;0.000451;0.030552;0.003620;0.000000;0.002456;0.947148;0.002717;0.002958"
10919,10,26,"0.000000;0.000000;0.000000;0.011844;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.988156;0.000000"
10920,11,89,"0.002142;0.002505;0.003361;0.019268;0.001543;0.001976;0.003121;0.005680;0.001825;0.003207;0.001929;0.953444"
10921,0,124,"0.963351;0.022884;0.001175;0.000568;0.000000;0.000000;0.003561;0.001018;0.001793;0.001488;0.003017;0.001145"
10922,1,26,"0.047735;0.943203;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.009062;0.000000;0.000000;0.000000"
10923,2,51,"0.000000;0.000000;0.869611;0.000000;0.000000;0.130389;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
10924,3,32,"0.003167;0.000000;0.004131;0.922558;0.006177;0.011465;0.032543;0.000000;0.010162;0.006593;0.000000;0.003204"
10925,4,77,"0.005341;0.001362;0.004747;0.002210;0.952130;0.002991;0.001619;0.020579;0.002234;0.002121;0.001667;0.002999"
10926,5,80,"0.000000;0.000000;0.076939;0.002954;0.000315;0.906604;0.002398;0.000000;0.000979;0.002833;0.004894;0.002085"
10927,6,72,"0.071141;0.000000;0.000000;0.000000;0.000609;0.001946;0.922664;0.001653;0.000000;0.001987;0.000000;0.000000"
10928,7,823,"0.002676;0.005227;0.002482;0.002939;0.002088;0.003214;0.002483;0.930461;0.002868;0.039082;0.003790;0.002690"
10929,8,68,"0.000000;0.000000;0.001344;0.021732;0.001879;0.000000;0.001621;0.002374;0.967576;0.000000;0.001681;0.001792"
10930,9,182,"0.001855;0.000685;0.000737;0.001701;0.153998;0.000924;0.000220;0.000276;0.000700;0.835535;0.001248;0.002120"
10931,10,223,"0.001286;0.003749;0.003138;0.002539;0.019992;0.001870;0.004125;0.001635;0.002222;0.001512;0.954944;0.002987"
10932,11,417,"0.000363;0.043653;0.000000;0.000273;0.000028;0.000773;0.000388;0.000000;0.000914;0.000436;0.000194;0.952978"
10933,0,59,"0.889642;0.000287;0.000257;0.025592;0.005049;0.002626;0.000000;0.000000;0.000000;0.004711;0.071835;0.000000"
10934,1,90,"0.002484;0.940979;0.033460;0.004918;0.002187;0.001002;0.005398;0.002670;0.000916;0.005419;0.000567;0.000000"
10935,2,49,"0.002235;0.040115;0.939069;0.004360;0.002926;0.000000;0.000000;0.001823;0.003618;0.002006;0.003848;0.000000"
10936,3,213,"0.001221;0.001306;0.001836;0.920153;0.001661;0.002684;0.004542;0.061302;0.001050;0.000972;0.000417;0.002856"
10937,4,184,"0.099151;0.000518;0.001232;0.000718;0.895382;0.000337;0.000000;0.000241;0.000878;0.000347;0.000779;0.000416"
10938,5,58,"0.005071;0.000000;0.000000;0.000000;0.000867;0.965074;0.000930;0.000000;0.000395;0.000000;0.025512;0.002151"
10939,6,33,"0.000756;0.031330;0.000000;0.002654;0.000000;0.000000;0.965260;0.000000;0.000000;0.000000;0.000000;0.000000"
10940,7,220,"0.001522;0.002653;0.002247;0.001758;0.001986;0.000013;0.001503;0.942087;0.001469;0.000882;0.043374;0.000506"
10941,8,215,"0.000763;0.001775;0.001058;0.002399;0.001248;0.001628;0.018505;0.000267;0.968116;0.000342;0.002056;0.001842"
10942,9,43,"0.000000;0.000000;0.000000;0.000000;0.007644;0.000000;0.000000;0.008402;0.000000;0.807742;0.176212;0.000000"
10943,10,55,"0.001763;0.000000;0.000271;0.000000;0.000000;0.000000;0.068985;0.000000;0.002256;0.000000;0.926725;0.000000"
10944,11,643,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.104031;0.000000;0.000000;0.895969"
10945,0,80,"0.898960;0.001655;0.002176;0.002342;0.000990;0.000000;0.000000;0.000748;0.000000;0.000000;0.091723;0.001406"
10946,1,64,"0.004602;0.936121;0.000000;0.004447;0.005234;0.002498;0.004104;0.002661;0.004579;0.031892;0.002758;0.001103"
10947,2,21,"0.000000;0.002974;0.974483;0.005429;0.000000;0.000000;0.000000;0.000000;0.015009;0.002105;0.000000;0.000000"
10948,3,55,"0.002645;0.005670;0.002867;0.865474;0.000000;0.005553;0.003939;0.000000;0.112726;0.000000;0.001125;0.000000"
10949,4,23,"0.000000;0.035048;0.000000;0.000000;0.963520;0.000000;0.000000;0.001432;0.000000;0.000000;0.000000;0.000000"
10950,5,190,"0.003758;0.002225;0.002352;0.002124;0.002742;0.918888;0.001907;0.000537;0.001378;0.003547;0.001546;0.058998"
10951,6,62,"0.002129;0.000000;0.017057;0.006270;0.033069;0.000000;0.933093;0.000000;0.004234;0.002404;0.000000;0.001744"
10952,7,27,"0.004258;0.000000;0.003390;0.007425;0.000000;0.003792;0.000000;0.928762;0.009910;0.000000;0.042462;0.000000"
10953,8,91,"0.005882;0.024664;0.000268;0.003674;0.002955;0.000629;0.002115;0.010849;0.943049;0.002477;0.002703;0.000733"
10954,9,32,"0.000000;0.004636;0.001632;0.000000;0.001210;0.000000;0.019145;0.004400;0.000000;0.964082;0.000000;0.004895"
10955,10,57,"0.069590;0.000000;0.002812;0.000000;0.004272;0.000000;0.002457;0.000000;0.000000;0.000000;0.920869;0.000000"
10956,11,73,"0.113072;0.000000;0.000000;0.000970;0.000000;0.000679;0.001788;0.000000;0.003482;0.005569;0.002311;0.872128"
10957,0,26,"0.974980;0.000000;0.000410;0.000000;0.006693;0.000000;0.003368;0.000000;0.002396;0.000000;0.011274;0.000880"
10958,1,27,"0.003294;0.938518;0.008430;0.000000;0.006575;0.008060;0.000000;0.000000;0.001911;0.005742;0.027470;0.000000"
10959,2,217,"0.000287;0.000856;0.950247;0.000326;0.000397;0.000765;0.000000;0.000000;0.045968;0.000610;0.000125;0.000419"
10960,3,31,"0.143229;0.000000;0.000000;0.851082;0.000000;0.000000;0.000000;0.000000;0.000000;0.004370;0.000000;0.001320"
10961,4,20,"0.000000;0.000000;0.000000;0.007119;0.992881;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
10962,5,89,"0.002592;0.001265;0.004026;0.005946;0.002611;0.893442;0.007035;0.005643;0.003306;0.012998;0.004068;0.057066"
10963,6,137,"0.020766;0.002488;0.001696;0.000816;0.001467;0.001514;0.963592;0.000398;0.001715;0.001525;0.000000;0.004022"
10964,7,50,"0.000000;0.000000;0.093319;0.000000;0.000000;0.000000;0.000000;0.905534;0.001147;0.000000;0.000000;0.000000"
10965,8,97,"0.118076;0.002498;0.003967;0.000000;0.000689;0.001600;0.000671;0.001950;0.865038;0.003288;0.000830;0.001393"
10966,9,38,"0.006812;0.001298;0.004212;0.012600;0.002681;0.004044;0.000000;0.007157;0.000000;0.924486;0.002485;0.034226"
10967,10,29,"0.000000;0.000000;0.035869;0.005836;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.958294;0.000000"
10968,11,44,"0.000000;0.003748;0.001698;0.000000;0.001664;0.019898;0.000000;0.000169;0.001620;0.000528;0.000000;0.970676"
10969,0,84,"0.965632;0.001828;0.000426;0.000438;0.018902;0.004416;0.001605;0.000000;0.002051;0.002046;0.000209;0.002445"
10970,1,58,"0.003972;0.946976;0.000451;0.002358;0.000890;0.002608;0.035323;0.000000;0.000837;0.003534;0.001413;0.001637"
10971,2,33,"0.004012;0.000000;0.926188;0.063051;0.000000;0.004942;0.000000;0.000000;0.000000;0.000000;0.000000;0.001807"
10972,3,75,"0.004316;0.000000;0.003202;0.898193;0.002591;0.000482;0.000645;0.000000;0.001249;0.000000;0.000000;0.089321"
10973,4,58,"0.145117;0.000000;0.000000;0.000000;0.854883;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
10974,5,203,"0.068654;0.000869;0.004009;0.000596;0.001683;0.900026;0.001872;0.011023;0.002513;0.002347;0.005558;0.000849"
10975,6,68,"0.003147;0.004860;0.023579;0.001910;0.004109;0.007224;0.937457;0.002437;0.005404;0.007596;0.001135;0.001143"
10976,7,38,"0.000000;0.001415;0.000000;0.000000;0.000000;0.000000;0.000000;0.973636;0.000000;0.000000;0.023569;0.001380"
10977,8,60,"0.001616;0.000000;0.000000;0.002884;0.000183;0.001715;0.051946;0.004431;0.931022;0.002942;0.001319;0.001942"
10978,9,40,"0.111203;0.000000;0.000000;0.003139;0.001263;0.000000;0.000000;0.000000;0.000000;0.878028;0.006366;0.000000"
10979,10,617,"0.000234;0.000403;0.000639;0.000222;0.000543;0.000559;0.064353;0.000244;0.000267;0.000481;0.930840;0.001216"
10980,11,31,"0.067886;0.000000;0.006830;0.006085;0.007934;0.000000;0.000000;0.000000;0.002277;0.000000;0.000000;0.908988"
10981,0,59,"0.926251;0.000000;0.001226;0.000000;0.003274;0.000000;0.001412;0.003243;0.054499;0.002441;0.001083;0.006571"
10982,1,57,"0.000000;0.972815;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.027185;0.000000;0.000000"
10983,2,209,"0.000289;0.000000;0.932873;0.000978;0.000609;0.000446;0.061887;0.000000;0.001136;0.001227;0.000000;0.000555"
10984,3,57,"0.011689;0.001825;0.000000;0.964882;0.004185;0.001860;0.001631;0.004594;0.000000;0.002200;0.000000;0.007135"
10985,4,74,"0.000000;0.001586;0.001052;0.001935;0.943955;0.000000;0.047778;0.000000;0.000000;0.003694;0.000000;0.000000"
10986,5,39,"0.000000;0.000000;0.001912;0.000000;0.000000;0.938521;0.000000;0.000000;0.000000;0.000000;0.000000;0.059567"
10987,6,183,"0.002554;0.000595;0.050628;0.000299;0.001223;0.002053;0.937577;0.000929;0.000754;0.000000;0.000000;0.003388"
10988,7,248,"0.092299;0.001801;0.001850;0.003327;0.001343;0.003304;0.008566;0.872866;0.001766;0.010331;0.002166;0.000381"
10989,8,782,"0.001157;0.001283;0.000922;0.001466;0.001448;0.026869;0.001194;0.000920;0.961129;0.000962;0.001417;0.001233"
10990,9,63,"0.002292;0.003543;0.000000;0.004057;0.172084;0.002392;0.006663;0.000000;0.003291;0.803840;0.000000;0.001839"
10991,10,78,"0.000000;0.001367;0.000518;0.000000;0.000000;0.058546;0.000000;0.000000;0.000000;0.000000;0.937826;0.001742"
10992,11,122,"0.000000;0.000000;0.028655;0.000000;0.000000;0.000000;0.000684;0.001622;0.000000;0.000000;0.000000;0.969038"
10993,0,31,"0.966528;0.000000;0.000000;0.000000;0.000000;0.000650;0.031102;0.000000;0.000000;0.001720;0.000000;0.000000"
10994,1,88,"0.002938;0.866747;0.109349;0.001706;0.002750;0.001616;0.001262;0.006523;0.004689;0.000000;0.002420;0.000000"
10995,2,725,"0.001205;0.108357;0.875829;0.001653;0.002968;0.001482;0.000743;0.000909;0.002481;0.001759;0.001589;0.001026"
10996,3,206,"0.000000;0.096498;0.001505;0.901997;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000"
10997,4,68,"0.000000;0.002311;0.152555;0.003414;0.831269;0.001282;0.002933;0.002770;0.000000;0.003465;0.000000;0.000000"
10998,5,217,"0.049872;0.000373;0.000000;0.000478;0.002704;0.942446;0.001478;0.000000;0.000889;0.000259;0.001369;0.000134"
10999,6,23,"0.000000;0.000000;0.000000;0.040521;0.000000;0.000000;0.959479;0.000000;0.000000;0.000000;0.000000;0.000000"
11000,7,50,"0.121978;0.003179;0.001537;0.000000;0.000601;0.000000;0.001576;0.867679;0.000000;0.003450;0.000000;0.000000"
11001,8,179,"0.001417;0.001000;0.115270;0.001984;0.000991;0.000000;0.003019;0.000412;0.874735;0.000244;0.000835;0.000093"
11002,9,768,"0.000614;0.001503;0.000712;0.000981;0.071862;0.001934;0.000707;0.000996;0.000859;0.917463;0.000953;0.001416"
11003,10,64,"0.000000;0.000000;0.000000;0.000000;0.000663;0.019986;0.002120;0.004255;0.000000;0.000000;0.969754;0.003221"
11004,11,59,"0.002692;0.000000;0.002676;0.002266;0.041644;0.000000;0.000236;0.000709;0.000000;0.002516;0.001636;0.945625"
11005,0,63,"0.920325;0.000000;0.000000;0.000894;0.005901;0.001269;0.006023;0.059995;0.000000;0.000000;0.000000;0.005592"
11006,1,83,"0.001325;0.898196;0.086037;0.002205;0.002435;0.000000;0.000000;0.000648;0.003420;0.000000;0.001758;0.003975"
11007,2,129,"0.001599;0.000000;0.933168;0.000000;0.001837;0.002457;0.000851;0.000786;0.000000;0.000838;0.057126;0.001338"
11008,3,55,"0.029245;0.000000;0.005558;0.946604;0.000000;0.000000;0.000000;0.003767;0.007554;0.002712;0.002853;0.001706"
11009,4,79,"0.001119;0.001632;0.000000;0.125504;0.863483;0.000000;0.002449;0.001040;0.001122;0.001163;0.001262;0.001226"
11010,5,157,"0.001034;0.003065;0.001740;0.007509;0.001137;0.948848;0.001463;0.000351;0.002484;0.028122;0.003518;0.000730"
11011,6,199,"0.000974;0.000882;0.000000;0.001183;0.000545;0.000423;0.969901;0.001719;0.023066;0.000455;0.000853;0.000000"
11012,7,28,"0.000000;0.120045;0.000000;0.000000;0.000000;0.000000;0.000000;0.876022;0.000000;0.000000;0.000000;0.003933"
11013,8,63,"0.000383;0.005857;0.000000;0.002162;0.007078;0.000000;0.000000;0.005738;0.945618;0.000000;0.000000;0.033164"
11014,9,31,"0.166449;0.008318;0.000000;0.001109;0.000000;0.010987;0.000000;0.000000;0.000000;0.807808;0.000000;0.005328"
11015,10,25,"0.000000;0.000000;0.055032;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.933934;0.011034"
11016,11,40,"0.000000;0.000000;0.000164;0.000922;0.001127;0.000000;0.000000;0.000000;0.067828;0.003008;0.000000;0.926951"
11017,0,113,"0.947089;0.000000;0.000000;0.038286;0.000933;0.000000;0.003843;0.002633;0.003359;0.002912;0.000000;0.000945"
11018,1,91,"0.000327;0.948204;0.043729;0.001149;0.000865;0.001189;0.000000;0.001301;0.000646;0.000000;0.000945;0.001645"
11019,2,35,"0.004615;0.000000;0.939276;0.000000;0.000000;0.003979;0.000000;0.000000;0.000000;0.000000;0.047100;0.005031"
11020,3,87,"0.001467;0.000762;0.001829;0.962781;0.003382;0.012321;0.003213;0.000884;0.000792;0.002445;0.004079;0.006045"
11021,4,77,"0.049726;0.002562;0.000000;0.002773;0.934351;0.000826;0.001937;0.000735;0.001773;0.001656;0.000836;0.002826"
11022,5,26,"0.004733;0.000000;0.000000;0.008797;0.039463;0.913807;0.000000;0.022525;0.010674;0.000000;0.000000;0.000000"
11023,6,25,"0.000000;0.126739;0.000000;0.000000;0.005125;0.006706;0.857080;0.000000;0.000000;0.000000;0.004351;0.000000"
11024,7,32,"0.000000;0.000000;0.000000;0.002048;0.000000;0.000000;0.002232;0.904967;0.004080;0.000000;0.000000;0.086672"
11025,8,52,"0.000000;0.003761;0.005046;0.025927;0.004943;0.001321;0.002481;0.000344;0.942333;0.003327;0.006999;0.003520"
11026,9,48,"0.001515;0.045540;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.001461;0.951484;0.000000;0.000000"
11027,10,47,"0.026067;0.002612;0.000000;0.000000;0.002387;0.001688;0.002124;0.000000;0.007523;0.003594;0.952842;0.001163"
11028,11,216,"0.006827;0.002959;0.002605;0.027182;0.007068;0.002972;0.003936;0.003269;0.002829;0.008239;0.004758;0.927356"
11029,0,44,"0.857440;0.002922;0.004911;0.000000;0.000000;0.000000;0.118950;0.003014;0.009130;0.000000;0.000000;0.003633"
11030,1,47,"0.000139;0.871805;0.002995;0.000250;0.001270;0.000000;0.000000;0.001872;0.000000;0.006211;0.115459;0.000000"
11031,2,60,"0.000000;0.035164;0.951509;0.000000;0.001398;0.004624;0.000206;0.000000;0.000000;0.005799;0.000000;0.001300"
11032,3,655,"0.000423;0.000118;0.000280;0.900973;0.000863;0.000593;0.095628;0.000211;0.000117;0.000219;0.000249;0.000326"
11033,4,75,"0.004559;0.000000;0.004475;0.000000;0.896360;0.002288;0.002697;0.000000;0.005181;0.004221;0.073749;0.006472"
11034,5,29,"0.002774;0.000000;0.000000;0.000000;0.004027;0.939664;0.000000;0.001342;0.010425;0.031875;0.006676;0.003216"
11035,6,29,"0.000000;0.000000;0.000000;0.001022;0.000000;0.011540;0.979577;0.005918;0.001942;0.000000;0.000000;0.000000"
11036,7,26,"0.000449;0.000000;0.000583;0.000000;0.004374;0.018568;0.000000;0.976026;0.000000;0.000000;0.000000;0.000000"
11037,8,61,"0.000814;0.000000;0.000000;0.000665;0.000000;0.000000;0.002526;0.001040;0.916289;0.003230;0.000000;0.075437"
11038,9,54,"0.000000;0.000000;0.000000;0.055671;0.000000;0.000000;0.000000;0.000000;0.000000;0.944329;0.000000;0.000000"
11039,10,22,"0.000000;0.020395;0.000000;0.000000;0.000628;0.000000;0.000000;0.000000;0.000000;0.000000;0.974263;0.004713"
11040,11,179,"0.000000;0.000000;0.001453;0.000838;0.001142;0.064403;0.000000;0.000349;0.000390;0.000000;0.000951;0.930474"
11041,0,211,"0.942053;0.002743;0.000803;0.001599;0.001515;0.041702;0.000671;0.001330;0.001746;0.002726;0.000689;0.002423"
11042,1,163,"0.001068;0.922733;0.000563;0.000189;0.000933;0.000509;0.002411;0.000951;0.001341;0.002922;0.001660;0.064720"
11043,2,40,"0.000000;0.002857;0.935838;0.000000;0.000000;0.004536;0.000000;0.000000;0.053591;0.000000;0.002449;0.000729"
11044,3,37,"0.000000;0.000000;0.004266;0.870896;0.000000;0.115215;0.007148;0.000963;0.001513;0.000000;0.000000;0.000000"
11045,4,999,"0.002017;0.000384;0.000793;0.000513;0.937834;0.001636;0.000868;0.000293;0.001175;0.052743;0.000977;0.000766"
11046,5,57,"0.009582;0.002019;0.008877;0.011035;0.007019;0.924717;0.002479;0.001053;0.000000;0.024174;0.004125;0.004919"
11047,6,25,"0.012508;0.011915;0.000000;0.000000;0.000266;0.000000;0.810667;0.000000;0.000000;0.009612;0.000000;0.155032"
11048,7,202,"0.002700;0.000594;0.002884;0.002839;0.001123;0.000914;0.004004;0.927112;0.001052;0.001652;0.054822;0.000304"
11049,8,176,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.901959;0.000000;0.000000;0.098041"
11050,9,35,"0.000000;0.001212;0.001477;0.000000;0.000000;0.000000;0.000000;0.000000;0.001819;0.935250;0.060243;0.000000"
11051,10,31,"0.144776;0.004145;0.005202;0.000000;0.000000;0.000000;0.000000;0.000000;0.001209;0.000000;0.844668;0.000000"
11052,11,107,"0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.057054;0.000000;0.000000;0.000000;0.942946"
11053,0,28,"0.910757;0.010292;0.012572;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.064203;0.000000;0.002176"
11054,1,79,"0.000000;0.902397;0.000000;0.000000;0.093631;0.000000;0.000254;0.001110;0.000000;0.002609;0.000000;0.000000"
11055,2,44,"0.005854;0.002373;0.935287;0.000000;0.003421;0.000000;0.006570;0.035854;0.005942;0.000000;0.000000;0.004698"
11056,3,21,"0.003116;0.018578;0.000000;0.857308;0.013774;0.000000;0.000000;0.010649;0.096575;0.000000;0.000000;0.000000"
11057,4,148,"0.000000;0.000615;0.000000;0.000756;0.941267;0.000000;0.053878;0.000000;0.002354;0.000000;0.001130;0.000000"
11058,5,80,"0.005442;0.006283;0.003405;0.001989;0.001871;0.910375;0.000608;0.054839;0.004547;0.006007;0.002229;0.002403"
11059,6,919,"0.000843;0.001030;0.001989;0.033900;0.000922;0.001265;0.953229;0.001151;0.000695;0.001982;0.001493;0.001499"
11060,7,35,"0.055063;0.000000;0.000000;0.000000;0.000000;0.000000;0.067022;0.877916;0.000000;0.000000;0.000000;0.000000"
