user_id,group_id,primary_topic,secondary_topic,activity_level,planned_events
9316,3,3,4,0.455148,52
9317,4,4,0,0.409352,29
9318,5,5,9,0.398595,45
9319,6,6,2,0.367511,62
9320,7,7,0,0.428464,41
9321,8,8,10,0.384878,61
9322,9,9,8,0.743354,177
9323,10,10,0,0.483913,55
9324,11,11,2,0.528415,74
9325,0,0,10,0.528205,62
9326,1,1,10,0.387971,47
9327,2,2,9,0.780986,162
9328,3,3,11,0.424696,20
9329,4,4,5,1.307776,630
9330,5,5,4,0.590836,44
9331,6,6,5,0.881030,185
9332,7,7,3,0.516410,33
9333,8,8,0,0.848152,86
9334,9,9,7,0.566773,44
9335,10,10,4,0.466191,60
9336,11,11,1,0.579165,59
9337,0,0,6,0.357041,43
9338,1,1,9,0.720467,215
9339,2,2,10,0.395860,69
9340,3,3,2,0.514081,31
9341,4,4,11,0.550861,34
9342,5,5,2,0.432668,69
9343,6,6,1,0.564930,65
9344,7,7,10,0.779306,231
9345,8,8,2,0.364212,57
9346,9,9,2,0.570172,40
9347,10,10,9,0.445319,66
9348,11,11,0,0.375843,76
9349,0,0,9,0.849345,83
9350,1,1,11,0.581196,29
9351,2,2,6,0.479386,67
9352,3,3,1,0.469946,76
9353,4,4,10,0.655604,249
9354,5,5,0,0.410235,25
9355,6,6,8,0.372792,76
9356,7,7,11,0.495990,68
9357,8,8,11,0.427069,74
9358,9,9,0,0.870067,202
9359,10,10,6,0.426536,20
9360,11,11,4,0.861834,167
9361,0,0,9,0.382306,67
9362,1,1,0,0.493974,34
9363,2,2,11,0.911238,861
9364,3,3,1,0.403083,63
9365,4,4,11,0.591498,69
9366,5,5,4,0.856428,223
9367,6,6,0,0.430718,48
9368,7,7,8,0.356950,71
9369,8,8,4,0.900677,731
9370,9,9,7,0.390225,66
9371,10,10,6,0.732738,215
9372,11,11,7,0.352625,32
9373,0,0,4,0.596664,21
9374,1,1,10,0.386718,21
9375,2,2,7,0.554995,56
9376,3,3,6,0.476119,49
9377,4,4,5,0.429745,77
9378,5,5,0,0.400585,56
9379,6,6,11,0.365763,21
9380,7,7,10,0.493206,73
9381,8,8,1,0.474381,37
9382,9,9,0,0.875523,245
9383,10,10,8,0.377377,61
9384,11,11,3,0.471235,31
9385,0,0,8,1.036494,936
9386,1,1,0,0.371613,37
9387,2,2,10,0.439933,66
9388,3,3,9,0.457792,48
9389,4,4,2,0.487823,70
9390,5,5,6,0.876153,131
9391,6,6,5,0.477412,28
9392,7,7,10,0.532433,60
9393,8,8,3,0.805363,229
9394,9,9,5,0.680405,122
9395,10,10,9,0.531358,67
9396,11,11,5,0.542965,80
9397,0,0,6,0.440631,47
9398,1,1,8,1.380682,828
9399,2,2,3,0.801466,248
9400,3,3,8,0.888109,123
9401,4,4,5,0.872449,236
9402,5,5,0,0.875013,200
9403,6,6,9,0.499536,34
9404,7,7,0,0.500530,75
9405,8,8,5,0.572870,77
9406,9,9,5,0.511677,46
9407,10,10,6,0.935843,706
9408,11,11,6,0.539790,57
9409,0,0,8,0.571345,64
9410,1,1,0,0.566102,36
9411,2,2,3,0.380961,72
9412,3,3,11,0.430198,26
9413,4,4,8,0.468830,80
9414,5,5,8,0.462414,29
9415,6,6,4,0.558674,58
9416,7,7,9,1.302878,554
9417,8,8,4,0.530795,27
9418,9,9,3,0.465658,35
9419,10,10,4,0.400783,40
9420,11,11,8,0.580683,60
9421,0,0,1,0.474767,27
9422,1,1,3,0.496386,34
9423,2,2,3,0.781196,200
9424,3,3,4,0.593873,50
9425,4,4,0,0.365545,78
9426,5,5,7,0.596716,23
9427,6,6,1,0.415124,33
9428,7,7,1,0.392249,37
9429,8,8,0,0.899267,210
9430,9,9,7,0.524311,66
9431,10,10,11,0.372831,40
9432,11,11,2,0.755650,99
9433,0,0,10,0.560004,56
9434,1,1,2,0.387181,48
9435,2,2,1,0.390850,60
9436,3,3,10,0.715919,166
9437,4,4,3,0.853390,134
9438,5,5,4,0.437780,62
9439,6,6,2,0.752272,214
9440,7,7,10,0.568057,20
9441,8,8,9,0.532963,33
9442,9,9,3,0.429667,37
9443,10,10,7,0.685268,189
9444,11,11,3,0.476359,46
9445,0,0,1,0.417272,57
9446,1,1,4,0.566950,64
9447,2,2,7,0.670675,169
9448,3,3,7,0.479899,80
9449,4,4,8,0.593071,23
9450,5,5,9,0.591886,21
9451,6,6,11,0.447650,51
9452,7,7,3,0.715032,229
9453,8,8,11,0.511349,45
9454,9,9,11,0.599703,42
9455,10,10,2,0.490139,72
9456,11,11,6,0.583391,59
9457,0,0,11,0.406700,61
9458,1,1,8,0.367136,50
9459,2,2,0,0.393997,33
9460,3,3,1,0.706061,96
9461,4,4,7,0.548537,31
9462,5,5,10,0.390563,62
9463,6,6,8,0.727972,158
9464,7,7,9,0.550063,70
9465,8,8,6,0.354951,53
9466,9,9,3,0.859199,120
9467,10,10,0,0.371573,63
9468,11,11,2,0.383519,60
9469,0,0,10,0.776554,91
9470,1,1,11,0.436576,42
9471,2,2,11,0.581472,49
9472,3,3,5,0.586040,46
9473,4,4,0,0.584097,66
9474,5,5,10,0.437288,29
9475,6,6,5,0.372805,72
9476,7,7,6,1.127178,703
9477,8,8,11,0.568836,32
9478,9,9,3,0.561720,54
9479,10,10,5,0.458563,20
9480,11,11,4,0.834255,80
9481,0,0,9,0.387665,40
9482,1,1,0,0.462104,61
9483,2,2,5,0.530881,79
9484,3,3,1,0.417014,26
9485,4,4,6,0.439048,66
9486,5,5,10,0.880909,162
9487,6,6,1,0.450049,31
9488,7,7,5,0.668645,127
9489,8,8,2,0.796478,148
9490,9,9,0,0.804078,160
9491,10,10,11,0.665812,190
9492,11,11,3,0.883827,221
9493,0,0,1,0.429624,26
9494,1,1,10,0.448112,25
9495,2,2,9,0.356305,77
9496,3,3,2,0.574514,32
9497,4,4,2,1.133752,252
9498,5,5,10,1.077371,889
9499,6,6,7,0.386978,25
9500,7,7,6,1.384126,285
9501,8,8,0,0.472354,44
9502,9,9,11,0.710928,231
9503,10,10,3,0.568159,44
9504,11,11,8,0.352289,20
9505,0,0,6,0.737683,175
9506,1,1,2,0.495334,46
9507,2,2,7,0.825938,137
9508,3,3,8,0.730848,87
9509,4,4,0,0.359209,55
9510,5,5,4,0.553673,59
9511,6,6,8,0.709423,88
9512,7,7,11,0.409211,32
9513,8,8,6,0.416175,38
9514,9,9,7,0.593169,71
9515,10,10,0,0.361742,75
9516,11,11,3,0.538046,39
9517,0,0,4,0.365744,35
9518,1,1,7,1.165454,482
9519,2,2,11,0.570529,63
9520,3,3,9,0.407834,78
9521,4,4,3,0.523796,74
9522,5,5,10,0.430845,64
9523,6,6,7,0.532575,29
9524,7,7,3,0.691908,189
9525,8,8,4,0.409270,49
9526,9,9,7,0.799516,172
9527,10,10,2,0.477245,62
9528,11,11,2,0.561216,33
9529,0,0,10,0.472355,77
9530,1,1,2,0.556299,67
9531,2,2,0,0.561336,24
9532,3,3,11,0.875175,194
9533,4,4,0,0.438778,65
9534,5,5,11,0.703762,108
9535,6,6,9,0.894906,136
9536,7,7,5,0.657961,162
9537,8,8,3,1.167150,817
9538,9,9,1,0.879927,168
9539,10,10,4,0.694866,94
9540,11,11,0,0.354243,45
9541,0,0,8,0.593959,61
9542,1,1,10,0.755924,125
9543,2,2,7,0.474380,52
9544,3,3,4,0.506386,50
9545,4,4,3,0.898129,144
9546,5,5,8,0.505210,60
9547,6,6,4,0.845821,122
9548,7,7,11,0.384220,64
9549,8,8,0,0.669438,84
9550,9,9,4,0.413531,62
9551,10,10,0,0.826411,114
9552,11,11,6,0.504428,79
9553,0,0,10,0.439830,39
9554,1,1,7,0.470457,20
9555,2,2,4,0.568184,47
9556,3,3,2,0.397145,20
9557,4,4,5,0.420301,49
9558,5,5,11,0.596378,65
9559,6,6,0,0.896371,90
9560,7,7,9,0.850201,113
9561,8,8,7,0.574298,35
9562,9,9,10,0.389392,58
9563,10,10,5,0.876399,180
9564,11,11,2,0.525519,62
9565,0,0,9,0.528048,76
9566,1,1,0,0.999950,524
9567,2,2,3,0.852832,139
9568,3,3,0,0.845265,104
9569,4,4,6,0.588388,67
9570,5,5,3,0.425067,77
9571,6,6,0,0.471325,34
9572,7,7,8,0.388213,70
9573,8,8,1,0.710962,85
9574,9,9,8,0.462924,24
9575,10,10,2,0.697974,219
9576,11,11,6,0.521846,44
9577,0,0,1,0.791270,118
9578,1,1,7,0.475287,39
9579,2,2,6,0.431694,59
9580,3,3,9,0.524939,49
9581,4,4,11,0.711453,155
9582,5,5,1,0.560348,34
9583,6,6,11,0.399125,48
9584,7,7,6,0.453752,24
9585,8,8,6,0.530877,57
9586,9,9,6,0.458428,64
9587,10,10,11,0.376481,21
9588,11,11,10,1.282968,863
9589,0,0,1,0.593335,65
9590,1,1,7,0.394683,46
9591,2,2,3,0.703205,234
9592,3,3,4,0.659307,110
9593,4,4,2,0.851071,182
9594,5,5,10,0.859445,188
9595,6,6,7,0.357514,67
9596,7,7,2,0.461237,30
9597,8,8,1,1.168900,736
9598,9,9,4,0.478540,30
9599,10,10,9,0.469770,22
9600,11,11,3,0.508881,64
9601,0,0,5,0.582254,44
9602,1,1,4,0.417987,69
9603,2,2,9,0.825000,186
9604,3,3,11,0.578270,26
9605,4,4,1,0.434021,24
9606,5,5,3,0.542867,56
9607,6,6,1,0.568755,23
9608,7,7,10,0.703700,212
9609,8,8,5,0.363871,39
9610,9,9,2,0.587240,45
9611,10,10,2,0.871050,222
9612,11,11,8,0.448364,54
9613,0,0,11,0.597524,32
9614,1,1,6,0.394545,78
9615,2,2,3,0.528323,61
9616,3,3,5,0.517768,55
9617,4,4,9,0.436084,55
9618,5,5,10,0.515267,62
9619,6,6,5,0.830796,160
9620,7,7,4,0.818553,193
9621,8,8,0,0.497088,35
9622,9,9,4,0.416935,53
9623,10,10,4,0.480281,59
9624,11,11,9,0.461760,48
9625,0,0,10,1.010368,435
9626,1,1,3,0.754849,238
9627,2,2,6,0.452828,24
9628,3,3,9,0.842860,210
9629,4,4,10,0.376837,21
9630,5,5,9,0.376877,53
9631,6,6,5,0.517904,46
9632,7,7,5,0.562670,62
9633,8,8,10,0.656377,114
9634,9,9,0,0.563007,63
9635,10,10,6,0.822340,158
9636,11,11,2,0.350116,63
9637,0,0,4,0.520626,73
9638,1,1,2,0.359639,24
9639,2,2,6,0.790904,132
9640,3,3,1,0.569379,39
9641,4,4,7,0.551698,54
9642,5,5,3,0.454857,25
9643,6,6,2,0.514076,68
9644,7,7,6,0.361183,42
9645,8,8,2,0.596590,65
9646,9,9,7,0.469840,23
9647,10,10,9,0.411135,79
9648,11,11,0,0.554131,66
9649,0,0,2,0.447214,45
9650,1,1,0,0.674008,101
9651,2,2,6,0.457763,67
9652,3,3,4,0.573388,43
9653,4,4,11,0.664201,154
9654,5,5,9,0.743025,176
9655,6,6,2,0.453563,71
9656,7,7,5,0.712758,99
9657,8,8,11,0.467119,74
9658,9,9,8,0.480693,75
9659,10,10,6,0.378313,80
9660,11,11,2,0.653504,187
9661,0,0,7,0.371674,70
9662,1,1,6,0.851444,91
9663,2,2,0,0.544972,40
9664,3,3,8,0.501717,37
9665,4,4,1,0.578761,75
9666,5,5,2,0.516088,47
9667,6,6,3,0.459276,34
9668,7,7,0,0.389493,61
9669,8,8,2,0.534818,77
9670,9,9,0,0.844956,210
9671,10,10,7,0.483894,58
9672,11,11,2,0.424620,69
9673,0,0,6,0.383370,26
9674,1,1,7,0.781393,234
9675,2,2,8,0.563317,45
9676,3,3,10,0.510065,37
9677,4,4,10,0.780589,191
9678,5,5,7,0.994713,656
9679,6,6,10,0.795111,96
9680,7,7,3,0.566974,59
9681,8,8,0,0.437916,50
9682,9,9,5,0.469415,57
9683,10,10,8,0.427970,71
9684,11,11,10,0.463529,68
9685,0,0,4,0.434633,68
9686,1,1,7,0.454851,58
9687,2,2,6,1.236401,618
9688,3,3,7,0.811643,191
9689,4,4,6,0.654104,156
9690,5,5,11,0.375156,27
9691,6,6,9,0.716066,238
9692,7,7,2,0.754541,200
9693,8,8,0,0.838570,98
9694,9,9,5,0.359076,54
9695,10,10,9,0.377649,20
9696,11,11,10,0.753322,165
9697,0,0,4,0.378739,64
9698,1,1,9,0.443280,23
9699,2,2,3,0.511353,53
9700,3,3,9,0.479683,73
9701,4,4,2,0.466435,51
9702,5,5,10,0.750551,190
9703,6,6,2,0.737162,239
9704,7,7,11,0.797674,161
9705,8,8,4,0.567350,69
9706,9,9,7,0.489917,37
9707,10,10,7,0.419136,34
9708,11,11,5,0.570876,73
9709,0,0,2,0.947481,718
9710,1,1,3,0.480202,74
9711,2,2,0,0.539680,42
9712,3,3,9,0.430335,51
9713,4,4,8,0.517652,39
9714,5,5,3,0.398636,63
9715,6,6,10,0.409553,60
9716,7,7,1,0.426943,65
9717,8,8,0,0.418945,42
9718,9,9,0,0.849936,158
9719,10,10,3,0.440926,48
9720,11,11,2,0.373174,28
9721,0,0,4,0.565188,38
9722,1,1,7,0.882160,153
9723,2,2,0,0.520826,63
9724,3,3,7,0.388018,61
9725,4,4,10,0.528424,24
9726,5,5,9,0.846573,141
9727,6,6,3,0.412306,60
9728,7,7,11,0.469091,28
9729,8,8,5,0.428146,70
9730,9,9,3,0.401153,59
9731,10,10,6,0.476248,62
9732,11,11,4,0.545808,74
9733,0,0,4,0.692555,131
9734,1,1,2,0.535860,56
9735,2,2,9,0.499156,38
9736,3,3,1,0.496923,31
9737,4,4,10,0.531275,55
9738,5,5,6,0.557471,70
9739,6,6,8,0.531851,53
9740,7,7,10,0.359151,60
9741,8,8,10,0.574087,64
9742,9,9,1,0.867397,89
9743,10,10,7,0.396707,61
9744,11,11,4,0.421748,35
9745,0,0,4,0.594278,48
9746,1,1,5,1.194843,307
9747,2,2,11,0.834724,131
9748,3,3,9,0.352264,34
9749,4,4,11,0.364977,65
9750,5,5,6,0.657418,245
9751,6,6,11,0.388723,52
9752,7,7,11,0.572133,59
9753,8,8,10,0.577915,74
9754,9,9,2,0.404221,55
9755,10,10,9,0.788975,163
9756,11,11,10,0.713380,209
9757,0,0,6,0.862320,108
9758,1,1,8,0.548855,27
9759,2,2,8,0.430743,57
9760,3,3,6,0.543932,50
9761,4,4,7,0.581338,68
9762,5,5,8,1.345677,398
9763,6,6,9,0.699419,202
9764,7,7,3,0.521027,68
9765,8,8,0,0.836645,123
9766,9,9,6,0.723739,244
9767,10,10,2,0.706226,189
9768,11,11,7,0.596249,46
9769,0,0,3,0.456825,55
9770,1,1,2,0.870145,169
9771,2,2,0,0.864909,133
9772,3,3,7,0.481797,56
9773,4,4,6,0.522545,21
9774,5,5,7,0.481891,61
9775,6,6,10,0.752650,153
9776,7,7,2,0.380580,44
9777,8,8,3,0.584376,77
9778,9,9,3,0.820347,116
9779,10,10,5,0.496180,61
9780,11,11,8,0.721008,125
9781,0,0,7,0.798546,213
9782,1,1,4,0.432965,70
9783,2,2,0,0.488259,34
9784,3,3,4,0.538079,56
9785,4,4,9,0.683810,168
9786,5,5,9,0.586634,73
9787,6,6,8,0.475180,28
9788,7,7,11,0.874065,139
9789,8,8,11,0.726769,135
9790,9,9,2,0.362148,50
9791,10,10,5,0.731937,160
9792,11,11,1,0.350504,77
9793,0,0,2,0.552596,29
9794,1,1,3,1.243141,808
9795,2,2,9,0.464161,53
9796,3,3,1,0.869694,124
9797,4,4,0,1.015906,908
9798,5,5,10,0.556174,72
9799,6,6,0,0.455469,20
9800,7,7,4,0.585168,32
9801,8,8,5,0.377164,75
9802,9,9,8,0.492695,25
9803,10,10,11,0.545679,23
9804,11,11,9,0.707625,107
9805,0,0,11,1.179879,912
9806,1,1,4,0.802672,189
9807,2,2,5,0.431622,47
9808,3,3,9,0.496891,68
9809,4,4,5,0.871742,119
9810,5,5,11,0.494720,61
9811,6,6,5,0.470986,79
9812,7,7,0,0.450201,75
9813,8,8,2,0.832683,228
9814,9,9,1,0.389175,73
9815,10,10,8,0.532788,52
9816,11,11,3,0.583231,71
9817,0,0,2,0.539666,75
9818,1,1,0,0.703207,207
9819,2,2,3,1.002937,823
9820,3,3,4,0.510876,56
9821,4,4,10,0.707592,119
9822,5,5,10,0.361150,71
9823,6,6,10,0.485914,46
9824,7,7,2,0.585511,47
9825,8,8,3,0.450672,24
9826,9,9,4,0.387086,70
9827,10,10,3,0.802511,158
9828,11,11,10,0.854852,145
9829,0,0,5,0.524851,50
9830,1,1,0,0.553768,27
9831,2,2,4,0.488483,60
9832,3,3,7,0.403286,47
9833,4,4,5,0.417747,35
9834,5,5,10,0.376651,61
9835,6,6,5,0.526614,35
9836,7,7,11,0.534676,34
9837,8,8,9,0.413583,45
9838,9,9,8,0.576653,27
9839,10,10,11,0.510214,34
9840,11,11,2,0.438111,55
9841,0,0,5,0.353686,64
9842,1,1,9,0.363200,37
9843,2,2,3,0.380590,78
9844,3,3,5,0.576457,23
9845,4,4,1,0.519053,59
9846,5,5,2,0.767018,241
9847,6,6,7,0.857242,92
9848,7,7,3,0.360149,28
9849,8,8,9,0.442471,23
9850,9,9,8,0.361244,28
9851,10,10,6,0.872399,175
9852,11,11,1,0.395309,49
9853,0,0,2,0.782520,170
9854,1,1,6,0.441051,69
9855,2,2,9,0.674475,236
9856,3,3,5,1.118511,966
9857,4,4,6,0.542818,28
9858,5,5,10,0.386630,55
9859,6,6,8,0.363249,23
9860,7,7,11,0.846741,244
9861,8,8,3,0.556746,29
9862,9,9,10,0.887115,196
9863,10,10,7,0.422229,68
9864,11,11,4,0.516419,35
9865,0,0,6,0.450516,28
9866,1,1,9,0.486417,20
9867,2,2,4,0.445998,75
9868,3,3,4,0.678721,186
9869,4,4,0,0.385115,68
9870,5,5,7,0.381947,73
9871,6,6,2,0.389500,22
9872,7,7,3,0.492282,24
9873,8,8,6,0.712487,155
9874,9,9,0,0.689153,240
9875,10,10,8,0.907278,882
9876,11,11,8,0.504984,28
9877,0,0,8,0.372283,57
9878,1,1,10,0.838975,218
9879,2,2,6,0.536874,66
9880,3,3,5,0.509948,40
9881,4,4,3,0.515656,50
9882,5,5,8,0.691213,119
9883,6,6,10,0.554618,44
9884,7,7,6,0.566180,35
9885,8,8,3,1.235797,492
9886,9,9,5,0.496417,66
9887,10,10,1,1.352240,298
9888,11,11,9,0.460435,46
9889,0,0,8,0.787718,129
9890,1,1,2,0.436121,75
9891,2,2,8,0.380702,62
9892,3,3,7,0.881423,210
9893,4,4,2,0.529326,62
9894,5,5,7,0.445336,43
9895,6,6,0,0.562411,51
9896,7,7,10,0.699290,151
9897,8,8,10,0.701936,127
9898,9,9,1,0.382745,25
9899,10,10,1,0.409203,55
9900,11,11,1,0.524175,33
9901,0,0,9,0.672064,88
9902,1,1,3,0.762609,185
9903,2,2,3,0.581300,25
9904,3,3,7,0.390762,74
9905,4,4,7,0.685231,97
9906,5,5,7,0.534738,67
9907,6,6,11,0.432825,62
9908,7,7,6,0.390669,47
9909,8,8,6,0.534160,46
9910,9,9,2,0.878637,84
9911,10,10,6,0.584735,79
9912,11,11,5,0.862785,193
9913,0,0,1,0.950216,365
9914,1,1,4,0.849962,117
9915,2,2,0,0.542694,72
9916,3,3,1,0.548344,55
9917,4,4,9,0.562396,43
9918,5,5,3,0.495436,27
9919,6,6,10,0.401438,48
9920,7,7,4,0.528034,50
9921,8,8,7,0.500534,60
9922,9,9,1,0.553459,27
9923,10,10,8,0.396985,55
9924,11,11,5,0.817407,122
9925,0,0,2,0.367092,28
9926,1,1,0,0.893730,210
9927,2,2,9,0.867901,220
9928,3,3,4,0.671058,124
9929,4,4,11,0.481059,78
9930,5,5,4,0.534017,76
9931,6,6,9,0.724563,218
9932,7,7,9,0.355613,69
9933,8,8,11,0.589052,32
9934,9,9,4,0.715586,113
9935,10,10,5,0.415171,25
9936,11,11,0,0.771886,113
9937,0,0,11,0.807263,91
9938,1,1,7,0.455308,70
9939,2,2,6,0.445410,20
9940,3,3,0,0.667450,185
9941,4,4,7,0.474168,78
9942,5,5,6,0.586682,39
9943,6,6,3,0.953960,977
9944,7,7,11,0.813514,184
9945,8,8,10,0.391466,80
9946,9,9,10,0.683830,148
9947,10,10,6,0.430895,53
9948,11,11,7,0.598795,22
9949,0,0,2,0.359324,33
9950,1,1,0,0.468697,44
9951,2,2,8,0.465745,34
9952,3,3,11,0.393464,38
9953,4,4,10,0.512080,68
9954,5,5,0,0.433651,48
9955,6,6,2,0.498093,32
9956,7,7,9,1.040296,318
9957,8,8,1,0.407407,47
9958,9,9,4,0.372781,75
9959,10,10,2,0.572067,64
9960,11,11,7,0.512362,62
9961,0,0,2,1.108474,345
9962,1,1,0,0.499365,64
9963,2,2,10,0.864930,181
9964,3,3,0,0.458333,21
9965,4,4,9,0.466400,33
9966,5,5,0,0.446168,34
9967,6,6,10,0.511364,56
9968,7,7,8,0.591587,72
9969,8,8,3,0.576687,58
9970,9,9,4,0.425072,73
9971,10,10,9,0.470370,80
9972,11,11,3,0.897953,94
9973,0,0,8,0.731672,179
9974,1,1,3,0.686354,111
9975,2,2,11,0.544030,65
9976,3,3,7,0.540377,27
9977,4,4,7,0.835049,171
9978,5,5,4,0.399483,35
9979,6,6,11,0.460183,77
9980,7,7,3,0.441751,60
9981,8,8,11,0.506690,44
9982,9,9,7,0.869722,87
9983,10,10,6,0.356498,77
9984,11,11,9,0.849575,159
9985,0,0,6,0.465365,63
9986,1,1,7,0.459384,64
9987,2,2,8,0.742058,132
9988,3,3,0,0.541457,47
9989,4,4,3,0.518568,22
9990,5,5,8,0.769978,235
9991,6,6,11,0.805020,193
9992,7,7,8,0.402674,80
9993,8,8,4,0.486867,20
9994,9,9,8,0.690313,225
9995,10,10,11,0.599486,73
9996,11,11,5,0.385860,72
9997,0,0,3,0.422376,70
9998,1,1,5,0.862807,234
9999,2,2,8,0.493024,79
10000,3,3,1,0.543178,26
10001,4,4,1,0.442058,20
10002,5,5,11,0.505857,54
10003,6,6,4,0.441233,60
10004,7,7,0,0.669200,83
10005,8,8,7,0.431740,49
10006,9,9,0,0.551020,54
10007,10,10,6,0.761078,180
10008,11,11,9,0.521318,46
10009,0,0,6,0.453627,22
10010,1,1,3,0.579949,72
10011,2,2,1,0.795875,243
10012,3,3,1,0.434306,59
10013,4,4,1,0.563541,58
10014,5,5,2,0.541701,30
10015,6,6,3,0.590401,47
10016,7,7,2,1.082543,500
10017,8,8,6,0.598529,37
10018,9,9,2,0.673875,162
10019,10,10,7,0.474106,44
10020,11,11,7,0.504053,48
10021,0,0,1,0.708620,248
10022,1,1,0,0.689706,105
10023,2,2,7,0.832008,224
10024,3,3,0,0.430145,75
10025,4,4,7,0.561966,22
10026,5,5,9,0.689532,210
10027,6,6,5,0.439631,60
10028,7,7,11,0.869206,196
10029,8,8,2,0.723223,127
10030,9,9,7,0.383948,79
10031,10,10,0,0.481826,66
10032,11,11,7,0.507834,52
10033,0,0,11,0.843327,115
10034,1,1,8,0.596206,80
10035,2,2,3,0.560791,33
10036,3,3,9,0.514193,80
10037,4,4,9,0.857903,227
10038,5,5,4,0.456932,51
10039,6,6,5,0.698744,97
10040,7,7,2,1.171852,332
10041,8,8,10,0.584574,79
10042,9,9,5,0.367300,53
10043,10,10,2,0.769260,155
10044,11,11,8,0.412534,75
10045,0,0,9,0.826752,90
10046,1,1,9,0.786486,111
10047,2,2,4,0.474258,45
10048,3,3,1,0.589438,53
10049,4,4,7,0.570030,70
10050,5,5,1,0.361283,58
10051,6,6,2,0.704001,235
10052,7,7,11,0.692467,123
10053,8,8,0,0.558495,32
10054,9,9,5,0.852742,224
10055,10,10,5,0.527599,59
10056,11,11,3,0.560814,48
10057,0,0,3,0.405662,62
10058,1,1,0,0.379382,25
10059,2,2,6,0.390927,25
10060,3,3,11,0.444937,25
10061,4,4,6,0.477193,30
10062,5,5,7,0.502520,45
10063,6,6,5,0.350523,64
10064,7,7,11,0.509329,37
10065,8,8,9,1.398199,413
10066,9,9,3,0.405213,28
10067,10,10,2,0.377095,58
10068,11,11,7,0.426087,79
10069,0,0,8,0.499382,68
10070,1,1,7,0.559149,77
10071,2,2,0,1.233395,299
10072,3,3,11,0.545652,68
10073,4,4,5,0.499814,55
10074,5,5,9,0.374037,34
10075,6,6,4,0.370072,49
10076,7,7,9,0.404272,23
10077,8,8,7,0.498561,68
10078,9,9,7,0.890645,94
10079,10,10,3,0.378500,47
10080,11,11,6,0.359916,70
10081,0,0,8,0.853169,201
10082,1,1,11,0.559791,78
10083,2,2,9,0.373704,30
10084,3,3,11,0.535885,79
10085,4,4,8,0.730306,80
10086,5,5,2,0.713981,128
10087,6,6,7,1.132554,896
10088,7,7,0,0.358471,34
10089,8,8,3,0.411908,66
10090,9,9,6,0.352628,34
10091,10,10,7,0.806901,181
10092,11,11,6,1.287766,743
10093,0,0,5,0.462132,72
10094,1,1,6,0.412618,22
10095,2,2,1,0.425276,34
10096,3,3,6,0.379802,65
10097,4,4,5,0.491963,46
10098,5,5,9,0.753977,84
10099,6,6,11,0.508425,51
10100,7,7,2,0.465141,34
10101,8,8,9,0.983753,592
10102,9,9,8,0.412613,53
10103,10,10,3,0.532174,69
10104,11,11,5,1.141658,516
10105,0,0,4,0.660264,93
10106,1,1,11,0.498914,74
10107,2,2,10,0.593244,54
10108,3,3,7,0.387485,51
10109,4,4,3,0.541630,25
10110,5,5,11,0.598283,21
10111,6,6,11,0.587028,46
10112,7,7,8,0.506801,70
10113,8,8,0,0.599323,71
10114,9,9,10,0.662725,108
10115,10,10,9,0.897176,136
10116,11,11,10,0.585995,34
10117,0,0,7,0.352845,52
10118,1,1,7,0.378473,42
10119,2,2,0,0.426244,40
10120,3,3,0,0.975436,905
10121,4,4,0,0.391214,25
10122,5,5,10,0.537959,79
10123,6,6,11,0.892621,103
10124,7,7,4,0.471127,41
10125,8,8,5,0.740878,98
10126,9,9,8,0.417354,74
10127,10,10,2,0.396793,59
10128,11,11,4,0.477469,52
10129,0,0,10,0.513252,26
10130,1,1,4,0.491544,53
10131,2,2,10,0.787878,203
10132,3,3,7,0.522348,44
10133,4,4,10,0.513547,46
10134,5,5,0,0.498611,76
10135,6,6,0,0.877234,195
10136,7,7,1,0.546868,64
10137,8,8,4,0.430509,62
10138,9,9,3,0.434129,70
10139,10,10,6,0.560566,78
10140,11,11,10,0.473039,59
10141,0,0,11,0.541128,49
10142,1,1,5,0.506718,28
10143,2,2,3,0.449485,45
10144,3,3,5,0.699370,164
10145,4,4,3,0.483348,44
10146,5,5,4,0.380050,55
10147,6,6,8,0.354890,78
10148,7,7,9,0.737836,245
10149,8,8,11,0.890125,122
10150,9,9,2,0.664140,138
10151,10,10,7,0.571105,36
10152,11,11,4,0.526510,70
10153,0,0,9,0.478453,46
10154,1,1,7,0.354599,68
10155,2,2,1,0.459798,41
10156,3,3,11,0.423739,58
10157,4,4,9,0.536325,64
10158,5,5,4,0.772235,164
10159,6,6,8,0.582292,44
10160,7,7,5,0.566425,36
10161,8,8,7,0.378098,63
10162,9,9,7,1.138378,437
10163,10,10,3,0.454636,21
10164,11,11,2,0.792543,117
10165,0,0,11,0.358358,52
10166,1,1,2,1.118795,559
10167,2,2,5,0.781943,239
10168,3,3,8,0.794839,92
10169,4,4,5,1.106655,902
10170,5,5,4,0.419953,77
10171,6,6,9,0.875125,176
10172,7,7,10,0.394197,78
10173,8,8,4,0.538325,73
10174,9,9,11,0.527169,69
10175,10,10,4,0.367197,40
10176,11,11,0,0.496155,44
10177,0,0,1,0.416955,63
10178,1,1,9,0.596910,31
10179,2,2,10,0.562329,68
10180,3,3,8,0.442929,77
10181,4,4,0,0.470869,21
10182,5,5,7,0.521668,61
10183,6,6,4,0.459789,60
10184,7,7,3,0.478347,76
10185,8,8,10,0.410309,61
10186,9,9,7,0.451426,30
10187,10,10,3,0.420488,77
10188,11,11,2,0.392377,40
